水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,433-453,458-523,543-578,650-680,698-713,733-748,773-793,785-900,855-875,935-955,1565-1655,2100-2280
25.6,7.07,7.2,1.04,0.025,0.036,2.29,141.2,9.8,14.69,16.28,18.78,15.58,14.56,12.01,12.23,11.84,11.75,10.68,10.88,10.78
23.9,7.34,8.52,1.08,0.025,0.018,1.29,91.6,4.4,13.5,14.96,16.84,13.83,13.23,11.71,12.03,11.43,11.58,11.09,11.35,11.1
26.6,6.65,4.57,1.5,0.025,0.038,1.73,97,15.1,15.04,23.72,26.5,26.32,22.43,20.98,21.27,25.76,21.74,15.35,21.59,20.02
27.6,8.18,7.29,0.96,0.025,0.025,1.87,307.6,7.3,15.95,22.5,26.62,29.04,28.92,28.17,30.85,34.52,31,26.75,29.15,28.07
26.3,7.24,6.4,1.35,0.074,0.089,2.2,208.5,26.4,15.43,17.22,22.24,19.96,18.1,13.36,13.42,12.55,12.39,10.88,11.03,11.01
27.1,7.82,7.87,1.02,0.025,0.02,1.72,283.8,3.8,14.78,16.52,18,14.68,14.47,13.18,13.66,12.94,13.46,12.42,12.82,12.72
24.6,7.36,8.78,0.77,0.042,0.02,1.26,91.1,3.2,12.79,13.65,14.96,12.58,11.98,11.1,11.42,11.14,11.3,11.93,12.01,11.69
25.2,7.33,8.24,2.58,0.033,0.016,0.88,236.3,4.2,14.37,18.7,20.82,21.42,19.29,17.8,17.26,21.14,17.85,19.37,17.79,17.75
24.7,6.74,6.96,1.16,0.025,0.056,0.69,106.7,10.6,13.99,18.27,19.37,21.2,22.08,21.66,22.06,22.83,23.35,14.42,24.9,23.86
26.7,7.89,7.98,0.65,0.025,0.018,1.87,291.7,3.9,16.1,17.12,20.36,20.86,25.74,31.52,35.02,29,35.09,26.54,29.86,25.2
25.7,7.4,9.3,0.63,0.032,0.02,1.33,91.4,1.6,14.05,14.87,15.78,13.08,12.62,11.45,11.74,11.24,11.49,13.78,11.73,11.32
25.3,7.32,8.31,1.1,0.025,0.014,1.23,94.2,3,14.28,15.21,16.64,13.68,13.22,11.72,11.97,11.33,11.24,10.28,11.25,11.25
26.3,6.55,4.05,1.57,0.025,0.032,1.58,95.3,10,15.42,22.84,25.18,26.7,22.34,19.22,21.23,25,21.31,14.92,20.89,19.71
27.2,8.09,6.7,2.2,0.025,0.028,1.34,48696.1,9.3,16.21,18.71,20.6,17.47,16.62,12.37,13.15,12.24,11.95,12.11,11.88,11.21
26.5,7.71,8.09,3.11,0.025,0.019,0.56,649.7,151.8,16.44,16.02,17.56,16.8,19.91,19.5,19.6,16.11,19.79,18.33,18.17,16.9
26.1,7.22,8.15,4.15,0.07,0.017,1.02,947.5,35.3,14.49,14.5,15.29,13.77,16.31,14.93,15.17,12.85,14.66,14.37,14.53,13.81
25.3,7.74,4.66,3.25,0.329,0.034,1.28,28037.4,23.5,13.8,17.58,18.8,18.8,18.38,17.44,17.66,19.78,18.8,12.19,19,18.63
24.6,6.64,6.84,1.43,0.025,0.012,1.33,89.2,2.9,15.02,14.75,15.32,12.92,13,12.46,12.67,12.37,12.28,12.3,11.52,10.94
25.8,7.17,7.34,1.37,0.025,0.017,0.79,119.4,3.2,14.81,18.6,20.98,21.4,19.47,18.81,18.4,20.2,19.31,14.06,18.16,17.46
26.5,7.05,8.15,1.11,0.025,0.045,1.24,139.1,10.9,12.76,13.67,14.81,12.28,11.94,10.95,11.14,10.82,10.85,9.83,11.11,10.85
24.8,7.4,8.6,2.65,0.066,0.064,1.85,182.2,4,12.93,12.86,12.79,12.08,15.43,14.75,15.41,12.27,15.67,11.72,15.61,15.41
27.1,7.46,7.71,1.09,0.025,0.025,1.16,121.7,54.7,16.21,16.72,18.19,15.22,15.86,13.38,14.79,12.37,12.49,22.56,15.14,13.7
25.1,7.01,5.98,2.89,0.105,0.062,1.29,129.9,33.7,13.75,14.08,16.53,14.05,15.57,13.72,13.65,11.35,13.88,12.53,13.22,13.44
27,8.18,7.65,0.65,0.025,0.022,1.86,304,7.6,16.03,22.38,26.92,29.8,27.11,29.43,30.68,34.46,31.2,28.27,29.59,25.72
26.7,7.93,7.98,0.67,0.025,0.021,1.86,294.5,5.6,15.95,16.68,19.27,18.82,24.29,31.22,33.35,29.2,34.5,25.28,29.4,24.39
25.3,7.43,6.86,1.26,0.08,0.084,2.14,212.4,42.2,16.31,18,22.78,20.78,19.14,15.21,15.63,14.58,14.07,12.98,11.83,11.3
26.9,7.84,7.82,1.23,0.025,0.005,1.69,290.6,4.5,14.46,15.06,17.1,13.83,13.6,13.06,12.05,12.26,12.18,13.7,12.6,11.61
24,7,6.8,3.21,0.057,0.06,1.44,143.8,33.7,13.77,11.95,13.7,12.3,14.18,13.77,14.03,10.88,13.76,12.66,14.64,15.29
23.9,7.18,8.57,1.03,0.135,0.028,1.37,90.4,7.2,14.72,15.68,16.89,13.81,13.26,12.56,12.91,12.47,12.48,12.03,11.57,10.96
27.4,8.29,10.03,2.59,0.025,0.037,1.23,138.4,8.5,12.88,13.48,14.51,12.5,12.65,11.19,11.32,10.89,10.94,8.98,10.61,10.4
25,7.14,5.94,4.49,0.142,0.028,0.92,105.7,8.4,13.7,13.64,13.48,12.4,12.95,12.38,12.34,12.11,12.21,12.17,11.19,10.91
26.1,6.71,6.52,2.79,0.424,0.068,2.19,4367.8,10,15.86,16.54,17.64,15.64,15.86,16.79,17.42,16.41,16.94,18.3,13,11.47
26.1,8.15,7.55,1.01,0.025,0.024,1.84,296.7,9.3,17.3,22.52,26,27.6,26.94,28.93,29.13,33.3,29.54,25.93,29.04,27.47
25,7.85,7.98,0.57,0.025,0.024,1.8,288.9,4.3,16.87,18.28,20.28,19.26,22.86,29.89,32.1,30.39,31.93,23.62,30.47,26.22
25.4,7.35,6.39,1.38,0.154,0.09,2.46,219.2,54.4,16.81,19.1,24.22,22.86,20.99,15.58,16.21,14.73,14.1,12.07,11.5,11.14
25.3,7.73,7.69,0.84,0.031,0.03,1.76,290.5,3.1,17.06,17.94,19.54,15.8,16.26,15.87,16.54,13.78,15.18,13,13.39,12.87
26.1,7.02,7.85,1.2,0.025,0.005,1.45,155.4,5.9,12.44,13.32,14.25,11.8,11.4,10.6,10.66,10.59,10.57,9.29,10.83,10.56
25.6,7.04,7.01,1.94,0.121,0.069,2.02,160.4,9.7,13.6,12.66,12.63,11.97,15.26,14.19,15.11,11.18,16.05,12.38,16.19,15.17
26.4,6.98,5.53,2.71,0.156,0.075,1.35,138.9,39.5,16.13,16.7,18.36,15.96,17.47,15.99,15.3,13.5,15.25,13.63,14.33,13.9
27.6,8.24,10.11,2.75,0.025,0.044,1.29,141.4,8.3,12.8,12.72,14,12.43,12.96,11.32,11.48,11.28,11.13,10.1,10.76,10.59
25,6.69,2.09,3.53,0.105,0.025,0.95,106.3,4.9,15.17,14.66,15.42,14.02,14.23,13.41,13.51,13.19,13.21,13.03,12.33,11.46
25.9,6.91,5.64,3.42,0.165,0.08,1.41,138.5,40.6,14.83,13.87,16.57,14.42,16.09,14.04,14.03,10.84,13.56,13.53,15.21,14.58
25.4,6.95,5.65,2.68,0.066,0.039,2.54,305.4,4,14.34,15.98,17.67,15.02,14.23,11.96,11.92,11.4,11.45,10.11,10.84,10.69
26.8,7.12,8.68,4.32,0.203,0.106,2.05,209.2,45.5,18.68,33.1,35.7,36.3,34.17,32.53,34.78,36.04,31.03,17.79,33.55,32.97
27.2,7.16,3.68,4.59,0.337,0.11,1.58,18498.9,28.5,16.42,16.2,18.25,15.68,16.54,14.69,15.63,12.73,14.66,15.07,13.92,12.77
20.7,7.22,7.87,3.68,0.045,0.066,1.81,162,51.6,14.37,13.16,14.91,12.64,15.43,14.5,13.25,10.5,13.64,13.33,14.89,15.31
18.9,7.62,8.39,1.56,0.025,0.058,2.14,251.4,3,13.44,14.56,16.14,13.47,13.43,12.48,12.59,12.21,12.01,16.69,10.85,10.54
19.5,7.09,8.3,1.3,0.282,0.042,1.74,148.1,13.4,14.1,16.76,19.2,17.82,18.51,16.35,18.03,18.62,17.43,12.16,16.24,15.45
18.7,7.21,9.56,1.33,0.027,0.024,1.36,133.9,4.9,12.43,13.98,16.26,13.22,12.66,11.83,11.78,11.89,12.08,13.34,11.42,10.62
19.7,7.44,9.38,1.67,0.102,0.038,1.48,106.4,4.6,17.16,17.84,18.93,16.52,17.17,18.68,19.46,19.99,19.71,22.72,18.66,16.21
18.4,7.34,7.84,1.28,0.08,0.042,2.19,162.9,8.5,13.98,15.58,17.14,13.78,13.07,11.99,12.03,11.82,11.53,10.89,10.61,10.53
18.5,7.22,9.2,1.33,0.025,0.027,1.44,106.2,3.7,14.69,16.34,18.5,14.65,13.77,12.62,12.87,12.64,12.36,11.23,11.26,10.85
20.1,6.63,4.78,1.67,0.056,0.057,1.99,103.9,26.7,15.12,24.4,27.32,27.32,22.25,22.08,22.26,28.58,22.57,16.13,21.58,19.9
17.8,7.15,8.88,2.62,0.025,0.049,2.45,169.1,10.9,14.09,14.41,17.14,15.44,15.78,14.74,15.29,12.4,14.52,14.07,13.53,13.32
15.6,7.4,9.54,3.1,0.47,0.069,2.57,5976.4,6.5,13.46,14.52,16.33,13.69,13.26,12.66,12.94,12.61,12.72,16.41,12.34,11.84
18.7,7.83,8.88,1.08,0.025,0.014,2.06,297.6,24.3,16.17,17.08,20.24,19.71,23.02,32.58,32.97,31.36,33.82,27.39,27.99,23.04
18.8,7.75,9.24,0.96,0.025,0.018,2.01,303.1,4.3,14.48,15.38,17.8,13.68,13.04,11.56,13.14,11.82,12.53,12.49,12.42,12.11
17.4,7.75,8.43,2.85,0.209,0.068,2.5,2943.7,3.5,14.57,14.64,14.75,14.22,14.66,14.28,14.59,14.76,15.58,17.18,15.08,14.92
17.1,7.15,7.32,1.56,0.061,0.045,2.24,174.9,34.9,14.34,16,18.34,15.1,14.35,12.27,11.83,11.59,11.32,12.92,11.51,10.96
16,7.17,6.01,2.21,0.835,0.114,4.6,321.6,11,13.02,14.96,16.78,14.94,14.53,12,12.02,11.64,11.29,10.63,11.17,10.62
16.8,7.87,8.33,1.74,0.062,0.054,2.67,261.3,4.3,14,15.7,18.06,15.19,14.14,11.49,11.56,11.15,11.03,9.99,10.67,10.69
16.9,7.99,9.27,1.88,0.262,0.057,2.49,17705.4,23,14.09,16.88,18.56,15.04,13.97,13.35,13.24,16.26,13.13,12.02,12.96,12.37
17,8.07,8.33,3.1,0.301,0.048,2.23,27120.7,11.8,16.27,20.9,21.6,20.72,17.72,17.1,17.06,19.52,16.86,13.29,17.35,17.53
15.8,7.49,7.55,4.82,0.136,0.15,5.18,537.2,39.9,12.91,14.46,16.58,15.48,16.42,13.09,12.89,12.43,11.5,10.42,10.79,10.58
17.8,7.76,8.19,2.4,0.304,0.052,3.29,15545,12.4,18.91,19.22,21.57,19.06,18.5,17.1,17.61,16.6,17.88,22.47,17.07,19
17.9,7.79,7.65,3.92,0.329,0.075,3.54,19144.2,42.1,13.14,14.6,15.94,13.5,12.97,12,11.91,11.99,11.32,11.55,11.58,11.17
16.8,7.63,8.52,2.03,0.096,0.057,3.01,1359.7,9.3,12.77,14.14,14.73,12.25,11.65,10.83,11.01,10.83,10.7,9.76,10.38,10.45
17,7.49,9.17,1.51,0.055,0.036,1.96,171,13.3,13.19,14.93,16.78,13.27,12.66,11.21,11.46,11.18,11.04,10.52,10.87,10.52
16.6,7.03,7.59,2.84,0.544,0.049,3.9,526.9,19.7,14.37,14.1,15.82,14.16,13.65,11.83,12.8,12.29,12.02,18.36,12.5,12.15
17.9,7.94,9.2,1.23,0.025,0.037,2.05,277.3,5.3,13.24,13.5,13.75,12.21,11.82,11.42,11.7,11.1,11.53,12.54,10.87,11.18
17.2,7.24,5.56,5.22,1.106,0.17,7.9,12166.2,17.7,12.79,15.6,16.46,15.48,13.99,13.46,13.89,14.97,13.12,12.19,12.76,13.12
17,7.75,10.81,1.75,0.094,0.033,1.5,104.2,5.8,13.26,14.03,15.3,12.48,12.04,11.24,11.41,11.35,11.34,12.07,11.62,11.17
15.7,7.36,9.54,1.36,0.055,0.03,1.57,119.3,3.8,14.19,15.1,17.62,13.66,12.61,11.63,11.5,11.53,11.47,10.86,11.12,10.93
17,6.86,7.23,1.79,0.354,0.052,1.83,103.1,15,15.57,24.04,27.86,28.2,21.41,22.22,22.93,28.44,22.69,16.48,20.52,19.68
18.4,8.18,9.02,2.41,0.128,0.029,1.26,28955.7,14.5,16.46,18.07,20.24,16.32,14.79,11.37,11.72,11.66,10.97,13.18,11.21,10.94
15.3,7.85,9.97,3.03,0.025,0.017,0.63,686.8,7.1,15.69,14.36,17,16.5,19.59,19.83,19.8,17.96,19.5,17.6,18.4,17.06
15.3,7.06,10.07,4.65,0.179,0.048,1.03,464.1,10.7,13.95,12.1,13.09,12.53,14.84,14.24,14.12,13.19,15.01,14.78,14.92,14.63
16.4,8.08,8.16,2.83,0.501,0.038,1.41,25758,14.2,13.54,16,17.74,17.28,16.95,17.04,17.22,17.28,17.84,11.96,17.98,18.47
15.7,7.07,8.81,1.24,0.029,0.027,1.88,131.2,3.8,14.24,13.47,14.84,12.21,12.45,12.16,11.67,11.88,12.54,13.36,12.38,11.94
17.2,7.35,9.55,1.59,0.025,0.039,1.63,144.9,3.1,14.48,19.93,20.72,21.56,19.65,19.75,19.7,23.48,19.59,15.46,19.72,19.32
16.6,8.21,10.51,7.64,1.126,0.096,6.59,863.1,35.1,13.66,13.65,15.12,13.56,14.16,11.85,11.95,11.77,11.46,13.44,11.04,10.81
17.1,7.25,9.43,1.95,0.079,0.062,2.01,3301,18.9,13.79,15.57,17.56,14.83,13.81,11.81,11.38,11.79,11.1,12.59,11,10.91
17.5,7.95,10.12,1.03,0.025,0.047,1.99,161.3,6.2,14.19,13.63,15.32,12.88,12.53,12.69,12.16,11.21,11.92,21.91,12.66,12.5
17.2,7.26,8.95,1.57,0.025,0.049,1.79,171.1,9.4,12.72,13.88,16.11,13.62,12.51,11.13,11.37,11.12,11.2,10.71,11.09,10.77
15.8,7.06,6.95,2.32,0.137,0.06,2.29,177.6,18.9,13.44,11.64,12.27,11.96,14.93,15.66,15.3,12.52,15.74,12.72,16.54,16.71
16.2,7.25,8.34,3.45,0.207,0.078,1.96,166.8,35.8,13.15,12.87,15.18,13.3,14.21,13.37,13.66,11.44,13.49,14.43,14.27,13.87
18.2,8.48,10.98,6.12,0.025,0.083,2.25,192.9,17.6,15.52,23.22,23.76,23.9,24.13,23.9,23.46,25.06,24.26,15.24,20.64,20.34
17.6,6.64,8.32,1.83,0.07,0.034,2.68,105.9,21.7,14.43,16.4,19.91,17.74,17.07,13.3,13.15,12.64,12.18,10.76,11.01,10.81
18.2,7.02,8.84,2.21,0.19,0.089,2.73,156.5,10.5,14.39,16.59,20.26,16.98,15.55,13.43,13.31,13.17,13.24,19.15,12.12,11.44
18.3,6.67,8.01,2.67,0.025,0.073,2.41,138.1,28.5,15.01,15.1,16.5,14.88,15.37,13.59,13.9,12.8,12.87,13.07,12.46,11.92
16.7,7.49,9.38,2.59,0.384,0.049,1.75,16765,6.2,12.74,14.28,15.72,13.25,12.48,12.1,12.6,12.38,12.18,15.9,11.87,11.13
18,7.82,9.55,0.86,0.025,0.019,1.99,296.4,5.7,13.62,15.33,17.87,13.68,12.57,12.01,12.23,12.09,11.5,12.04,11.09,10.92
17.7,7.26,8.19,2.36,0.294,0.137,2.75,395.9,15.3,13.57,14.37,17.16,14.21,13.66,11.6,11.65,11.23,11.33,10.65,10.95,10.66
16.4,7.46,9.69,4.41,0.508,0.118,3.27,4364.1,53.2,18.55,23.72,28.02,27.68,30.19,27.36,26.84,26.24,25.08,17.06,23.92,23.77
17.7,8.52,10.64,4.63,0.38,0.148,3.37,1057.5,28.7,14.1,13.99,16.1,15.2,16.83,15.44,14.62,14.14,14.46,12.97,14.2,13.58
17,7.37,9.39,2.64,0.337,0.05,1.92,13994.5,5.1,13.45,13.76,15.26,13.14,12.31,11.64,11.63,11.44,11.63,15.83,11.47,11.17
17.9,7.85,9.45,1.12,0.025,0.018,2.15,298.5,4.3,15.15,15.32,18.57,17.49,22.74,29.78,31.27,25.44,31.8,24.61,25.07,20.83
17.4,7.31,8.81,3.29,0.179,0.056,3.94,326.8,17.7,14.51,15.66,18.83,17.12,16.33,12.55,12.56,12.08,11.51,10.45,10.56,10.47
16,7.93,8.16,3.85,0.344,0.079,1.4,33586,43,16.83,15.1,16.46,17.24,21.1,19.86,19.86,15.62,18.72,16.05,18.03,16.92
18.5,7.74,9.33,0.95,0.025,0.028,2.41,306.6,42.9,13.54,14.36,16.86,13.99,13.26,11.51,11.29,11.29,11.07,10.23,10.55,10.5
18.1,7.82,9.54,1,0.025,0.021,2.04,307.4,6.4,13.82,14.76,16.56,12.75,12.25,11.42,11.53,11.52,10.77,12.26,11.74,11.23
18.2,7.9,9.12,1.24,0.025,0.035,2.13,292.7,7.9,13.44,13.6,16.34,13.92,12.78,10.95,11.15,10.94,10.79,10.22,10.35,10.32
16.5,7.74,9.7,1.82,0.025,0.056,2.16,242.1,1.2,12.87,13.14,15.17,12.85,12.38,11.32,11.28,11.22,11.17,15.71,10.77,10.54
16,7.68,9.1,2,0.239,0.072,2.47,254.2,33.6,13.43,14.06,16.18,13.81,14.88,12.26,12.67,10.92,12.34,11.02,12.34,11.9
17.6,7.67,8.4,1.68,0.153,0.07,2.88,448.4,5.4,15.34,15.78,16.14,17.88,17.69,17.49,18.61,18.6,18.29,18.45,20.66,19.53
17.2,8.08,8.98,2.14,0.568,0.086,2.06,16888.1,36.7,15.87,17.44,20.72,17.84,16.05,12.18,12.11,11.83,11.34,10.09,10.75,10.63
17.1,7.92,8.58,1.93,0.163,0.098,2.62,17060,28.7,15.72,18.94,19.52,20.86,16.97,16.16,16.19,20.01,16.15,12.52,15.78,15.15
17.6,7.84,8.55,2.23,0.388,0.072,2.31,9793.6,36,15.81,23.54,26.22,27.66,26.15,26.69,25.84,29.36,25.08,15.1,25.05,24.04
17.7,7.46,6.57,3.61,0.215,0.108,2.19,16383.6,134.1,13.81,15.16,18.04,14.56,13.35,11.26,11.29,11.07,10.73,10.25,10.47,10.54
17.3,7.2,9.19,2.17,0.05,0.049,2.29,183.4,31.2,15.12,16.68,21.16,20.48,22.77,19.67,19.29,14.65,18.74,18.3,15.9,13.43
16.6,7.26,6.74,2.54,0.413,0.127,4.17,281.8,45.2,13.5,14.99,17.65,17.18,16.58,13.05,13.25,13.18,12.27,11.03,11.13,10.83
16.8,7.81,8.12,2.26,0.157,0.068,2.86,261.1,11,14.26,15.05,18,16.7,15.85,12.31,12.07,11.97,11.31,10.38,10.72,10.76
17.4,7.77,8.71,2.53,0.279,0.065,2.79,8292.5,42.1,14.17,15.84,18.76,15.85,14.29,11.62,11.38,11.43,11.04,10.4,10.63,10.56
17.1,8.03,7.44,4.32,0.299,0.07,3.48,27093.5,92.5,16.25,18.64,20.86,20.36,18.77,16.37,15.99,17.92,15.47,13.73,14.16,14.47
16.6,7.39,7.2,5.99,0.075,0.214,5.64,537.2,80.9,13.18,14.07,16.78,15.11,16.05,12.57,12.67,12.33,11.75,10.62,10.73,10.7
17.2,7.69,9.26,3.21,0.376,0.073,3.57,10.7,8.1,14.97,16.36,19.84,16.97,15.51,12.16,12.09,11.68,11.32,10.32,10.5,10.33
18,7.59,7.13,4.92,0.492,0.093,4.48,13950.6,45.3,15.31,16.44,19.66,16.98,15.43,11.91,11.85,11.7,11.32,10.41,10.56,10.41
17,7.69,6.39,3.07,0.296,0.097,4.23,2938.5,45.1,14.6,16.04,19.28,18.09,17.31,12.89,12.63,12.5,11.78,10.77,10.88,10.81
17,7.56,8.01,2.02,0.2,0.073,3.44,849.3,25.3,14.67,15.83,19.26,17.66,16.75,12.62,12.6,12.26,11.59,10.55,10.77,10.81
17.1,7.64,9.66,1.55,0.034,0.026,1.55,143,15.3,12.39,13.36,15.87,13.04,12.35,11.01,11.12,11.04,11.09,10.6,10.71,10.52
17,7.38,8.19,2.76,0.702,0.059,3.84,553,23.7,14.09,13.55,16.62,14.79,15.23,12.37,12.63,13.23,13.08,18.58,13.5,12.86
17.4,7.52,7.28,4.9,0.399,0.114,7.64,19521.4,28.5,13.34,14.34,16.65,14.9,14.16,12.17,12.57,12.89,11.9,12.73,12.17,11.53
17.7,6.91,8.86,0.95,0.11,0.037,1.25,124.4,5.4,13.43,17.84,20.1,20.54,17.74,16.02,17.47,19.53,16.94,12.11,15.12,15.05
15.8,7.35,10.72,0.82,0.034,0.028,1.03,94.8,21.1,14.04,16.06,20.52,15.22,13.63,11.98,12,12.22,11.87,12.64,11.46,10.97
17,8.42,12.12,1.92,0.06,0.028,1.4,105.5,5.1,12.67,13.94,15.54,12.41,12.01,11.2,11.46,11.22,11.32,11.92,11.28,11.05
16.5,7.42,9.61,1.5,0.025,0.022,1.44,108.8,3.4,13.43,14.36,17.02,13.42,12.55,11.35,11.49,11.39,11.02,11.14,11.03,10.88
16.9,7.15,7.65,1.75,0.424,0.054,1.87,100.8,13,14.2,22.7,26.22,27.1,20.74,18.96,22.6,27.28,20.52,15.75,20.52,21.3
14.7,7.72,10.73,0.83,0.026,0.027,1.73,300.1,5.1,13.39,18.1,20.3,21.98,15.92,16.6,17.01,21.9,17.88,18.82,16.68,15.76
15,7.22,9.69,2.05,0.031,0.085,1.32,153.6,3.5,12.98,16.06,17.36,18.66,20.4,20.14,21.02,22.64,22.28,15.22,23.15,22.74
17.2,8.59,12.2,1.85,0.049,0.027,1.32,102.6,4.5,13.63,14.25,15.3,12.42,12.09,11.05,11.48,11.34,11.17,11.4,11.02,11.17
16.7,7.45,9.82,1.39,0.025,0.018,1.42,111.1,3,13.88,15.32,17.24,13.3,12.63,11.39,11.68,10.99,11.02,10.6,10.73,10.98
17,7.13,7.86,1.87,0.405,0.051,1.86,99.4,12.8,15.07,24.62,27.58,28.38,22.99,20.13,21.21,27.88,22.16,15.72,22.24,21.14
18.9,8.29,9.8,2.32,0.03,0.023,1.34,45911.4,28,14.79,16.2,18.44,15.14,14.26,11.84,11.76,11.88,11.13,12.33,11.11,11
16.2,7.81,10,3.11,0.025,0.021,0.62,608.6,6.9,16.42,16.2,18.19,16.95,21.76,20.19,19.93,17.28,20.69,17.04,18.06,17.57
16.5,8.14,8.28,2.55,0.271,0.04,1.12,31938.6,7.7,13.84,16.86,18.28,18.22,17.26,16.01,17.03,19.4,17.11,11.75,18.73,17.5
16.4,6.98,9.18,1.41,0.025,0.019,1.86,131.9,2.5,15.04,14.94,15.56,13.06,13.22,13.21,13.25,12.47,13.4,12.92,13.17,12.51
16.9,7.44,10.16,1.4,0.025,0.033,1.63,146.7,4.5,15.2,18.88,20.48,19.65,18.9,18.08,17.84,19.81,18.09,14.61,16.94,17.17
17,7.24,9.03,1.5,0.025,0.047,1.81,169.9,5.5,12.99,14.36,15.4,12.72,12.21,11.5,11.49,11.33,11.28,10.47,10.93,10.67
16.8,7.13,7.39,2.15,0.343,0.084,2.72,210.7,5.8,13.09,12.73,12.56,12.13,14.8,15.02,15.31,11.83,15.11,12.49,15.63,14.82
17.1,8.54,11.81,1.3,0.062,0.049,1.85,160,16.2,15.4,14.81,16.69,13.98,13.94,12.29,13.12,12.25,12.45,21.18,14.14,13.26
16.5,7.3,9.17,2.98,0.103,0.068,1.95,166,27.6,14.47,14.3,15.01,13.65,14.34,14.73,14.83,12.61,14.73,13.21,14.7,14.31
18.9,7.94,10.43,2.57,0.025,0.038,2.49,165.7,21.9,13.75,13.36,14.27,13.36,13.31,11.56,11.41,11.11,11.14,9.31,10.9,10.92
18.2,7.47,8.5,3.69,0.081,0.022,0.97,107.3,7.4,12.69,12.73,14.52,12.9,12.78,11.09,10.89,10.75,10.76,10.14,11.28,10.86
18.3,7.31,9.71,2.92,0.33,0.051,2.3,10732.3,5.2,14.86,15.46,17.17,15.2,14.75,14.01,14.13,13.7,13.57,17.84,12.39,11.54
18,7.97,9.64,1.14,0.025,0.028,1.97,310.6,120.2,18.31,22.2,25,28.64,27.22,28.75,31.37,37.54,31.25,25.14,32.56,26.62
17.7,7.85,9.5,0.95,0.025,0.015,2.06,298.6,1.8,15.69,16.15,18.98,17.8,22.32,30.2,31.3,25.88,33.25,23.31,25.71,21.25
18,7.81,9.89,1.13,0.025,0.019,2.02,315.9,5.5,14.94,15.6,16.66,13.8,16.73,15.65,16.31,12.46,15.95,13.01,16.68,15.57
18,7.18,8.16,2.18,0.248,0.136,2.35,181.3,16.3,13.05,15.51,17.08,14.4,13.69,11.74,11.86,11.49,11.31,10.03,11.04,10.76
17.1,7.76,10.69,4.83,0.161,0.13,2.52,1425.9,48.8,18.62,26.98,30.32,29.2,33.33,28.68,28.41,28.54,29.27,17.99,29.04,28.34
18.2,7.43,9.53,3.25,0.296,0.129,2.87,475.3,25.1,13.94,15.1,16.26,15.31,15.73,14.81,14.84,14.24,15.26,13.18,13.88,12.99
17.7,7.35,9.75,2.9,0.335,0.05,2.38,10392.3,4.9,13.57,14.48,15.34,13.58,13.07,11.4,12.1,11.4,11.35,17.4,11.52,11.27
16.5,7.42,9.08,2.87,0.157,0.038,3.3,337.4,9.6,15.9,17.66,19.98,18.31,17.36,13.65,13.69,13.16,12.73,10.66,11.14,10.92
16.7,7.52,8.32,4.77,0.377,0.095,1.47,23325.1,29,16.15,15.62,16.48,15.75,20.47,19.19,20.6,14.7,19.26,16.49,17.52,15.89
17.5,7.87,9.74,0.87,0.025,0.006,2.08,313.2,21.2,14.61,15.68,17.3,14.31,13.72,12.44,12.31,12.17,11.87,10.69,10.98,10.7
17.8,7.9,10.26,0.96,0.025,0.02,1.96,307.8,7.4,14.36,15.43,17.46,13.78,16.12,15.26,16.09,12.23,15.83,12.96,14.57,13.98
17.4,8.08,9.95,1.25,0.025,0.031,2.04,297.1,10.5,17.16,16.7,17.83,14.92,15.26,13.43,13.29,12.85,13.37,11.94,11.6,11.21
15.6,7.72,9.87,2.19,0.275,0.071,2.82,256.5,26.4,14.53,16.02,17.7,14.9,14.9,12.79,12.63,12.29,11.86,10.36,10.97,10.58
17.4,7.6,7.96,1.83,0.386,0.087,3.11,374.8,11,16.03,15.96,17.04,16.38,16.83,15.49,15.18,15.24,14.88,17.65,15.81,14.5
16.9,8.13,9.65,2.12,0.324,0.086,2.26,12941.5,47.1,16.22,18.22,20.52,16.4,15.3,12.85,12.92,12.47,12.16,10.98,11.97,11.46
17.3,7.82,8.87,1.56,0.025,0.056,2.29,316.9,28.6,15.36,19.94,22.68,24.12,25.85,30.71,34.16,31.42,35.33,29.96,32.39,27.45
17.4,7.97,8.94,1.81,0.175,0.097,2.75,8848,21.8,16.35,19.69,20.46,20.82,17.53,15.83,16.15,19.59,15.48,12.84,14.93,14.62
17.7,7.92,8.62,1.93,0.131,0.065,2.06,9918.9,40.2,17.01,23.6,26.82,27.88,26.45,25.74,26,28.78,25.4,16.07,23.56,23.69
17,8.06,9.11,2.34,0.036,0.109,2.45,1271.5,124.9,16.55,15.35,16.43,15.84,19.06,17.57,17.4,13.47,16.76,13.83,16.34,15.85
17.5,7.39,7.58,2.88,0.327,0.059,2.54,11619.8,39.4,14.19,16.38,18.81,15.36,14.68,12.07,11.96,11.5,11.29,10,10.91,10.75
16.8,7.28,9.65,1.33,0.035,0.042,2.32,180.3,30.1,15.4,17.56,20.74,19.16,20.64,16.68,17,14,15.57,15.43,13.87,11.96
16.7,7.11,6,3,0.803,0.149,5.92,383.5,52.7,13.26,15.44,17.38,15.5,15.92,12.65,13.03,12.34,11.9,11.45,11.44,11.15
16.8,7.9,8.62,1.7,0.088,0.061,2.83,272,19,13.6,16.2,18.04,15.47,14.98,12.12,11.93,11.47,11.14,9.49,10.74,11.01
